transaction_id,description,amount,date,category
4901,1mg UPI TXN1824,1035.92,2024-01-12,Healthcare
423,kfc upi txn7168 POS,3118.45,2024-02-21,Food & Dining
9041,MONEY SENT NEFT TXN3525,4569.12,2024-09-02,Transfers
6755,Byjus CARD TXN4891 56811 POS,3729.33,2024-02-13,Education
5207,CureFit UPI TXN3086 64252,2727.04,2024-06-23,Healthcare
5251,FORTIS HOSPITAL CARD TXN2364 56101 POS,4964.71,2024-09-12,Healthcare
2231,hp gas neft txn3808 43822,260.12,2024-06-16,Fuel
5075,CureFit NEFT TXN9379 AUTH,370.61,2024-02-12,Healthcare
2367,iocl pump neft txn3808,744.87,2024-09-01,Fuel
3365,Hotstar UPI TXN6567,1375.06,2024-05-20,Entertainment
3036,Zara POS TXN2015 AUTH,2081.48,2024-03-14,Shopping
705,strabucks imps txn2283 88580 trans,1146.44,2024-03-11,Food & Dining
153,Swiggy IMPS TXN1823 93270 AUTH,1622.34,2024-04-26,Food & Dining
1071,Big Bazaar NEFT TXN2072 56495,1555.08,2024-02-16,Groceries
5238,fortis hospital imps txn8276 70384,4178.96,2024-05-21,Healthcare
8820,IMPS IMPS TXN9770 40329 TRANS,4175.01,2024-04-01,Transfers
5196,1MG CARD TXN3969 81888 AUTH,1632.19,2024-01-10,Healthcare
8198,ICICI Prudential IMPS TXN7809 67180,2920.28,2024-10-23,Insurance
2389,SHELL IMPS TXN3451,1202.58,2024-09-27,Fuel
6380,MAKEMYTRIP NEFT TXN8319,4672.1,2024-01-09,Travel
365,dominos card txn1590 76335,4870.91,2024-01-21,Food & Dining
5428,Fortis Hospital CARD TXN6951 74720,1300.05,2024-03-31,Healthcare
3139,Zara POS TXN1268 AUTH,668.06,2024-03-26,Shopping
45,strabucks imps txn9963 98018,2065.41,2024-09-11,Food & Dining
5718,Uber POS TXN6701,3786.16,2024-09-08,Travel
3501,hotstar card txn9284 48829 AUTH,3128.1,2024-04-07,Entertainment
8212,icici prudential imps txn6950,120.63,2024-08-17,Insurance
756,STARBUCKS CARD TXN3165 NEFT,3690.65,2024-01-02,Food & Dining
5771,RedBus UPI TXN9565 39119,4794.08,2024-02-11,Travel
5802,OLA CARD TXN9570 NEFT,363.65,2024-05-12,Travel
5164,Fortis Hospital NEFT TXN5434 19540,1884.81,2024-10-07,Healthcare
4520,Electricity Board NEFT TXN2364 49254 TRANS,3114.8,2024-09-30,Bills & Utilities
1230,DMART UPI TXN8875 27477,298.4,2024-10-22,Groceries
7432,LANDLORD NEFT TXN3110 UPI,469.92,2024-01-04,Rent
2056,IOCL Pump UPI TXN7468,397.85,2024-10-10,Fuel
7298,FLAT RENT IMPS TXN4647,4704.96,2024-03-28,Rent
1146,More Supermarket CARD TXN9637 90620,989.45,2024-07-20,Groceries
8074,POLICYBAZAAR NEFT TXN6299 56423,3474.73,2024-06-10,Insurance
6654,UNACADEMY CARD TXN6366,1371.87,2024-10-12,Education
1208,DMART NEFT TXN7952,2018.03,2024-10-20,Groceries
2796,myntra pos txn3758,1512.52,2024-02-01,Shopping
6646,BYJUS UPI TXN7864,248.65,2024-01-11,Education
4035,AIRTEL NEFT TXN6665,3963.04,2024-02-27,Bills & Utilities
5697,MakeMyTrip UPI TXN3306 88619 TRANS,1824.99,2024-08-10,Travel
2141,IndianOil NEFT TXN4122,917.77,2024-09-03,Fuel
3695,Netflix NEFT TXN6534,2852.51,2024-01-16,Entertainment
6765,Udemy CARD TXN4587 NEFT,3808.34,2024-10-11,Education
1409,big bazaar pos txn3061 IMPS,1384.23,2024-10-23,Groceries
657,kfc neft txn1530,4304.75,2024-05-14,Food & Dining
2147,INDIANOIL IMPS TXN9966 87788,4944.85,2024-01-24,Fuel
5386,CureFit IMPS TXN4317,2459.6,2024-04-08,Healthcare
2387,HP GAS NEFT TXN5532 70236,2308.02,2024-10-12,Fuel
4885,1MG CARD TXN4355 23650,625.16,2024-03-09,Healthcare
3164,NYKAA IMPS TXN9106 NEFT,3307.14,2024-04-25,Shopping
1486,More Supermarket POS TXN9046 POS,2313.04,2024-05-15,Groceries
5237,CureFit NEFT TXN2736,1523.15,2024-01-02,Healthcare
1312,MORE SUPERMARKET IMPS TXN4313 69068 POS,2426.78,2024-07-20,Groceries
3173,H&M CARD TXN2755,3305.7,2024-01-11,Shopping
37,Subway NEFT TXN8664 TRANS,2217.0,2024-03-22,Food & Dining
8861,NEFT Transfer POS TXN9104,1637.66,2024-08-19,Transfers
2876,flipkart upi txn6064 64247 NEFT,765.7,2024-03-23,Shopping
7435,Flat Rent IMPS TXN8683 TXN,90.46,2024-09-14,Rent
4553,BSNL BILL NEFT TXN2464,2455.34,2024-05-27,Bills & Utilities
4972,MEDPLUS POS TXN2439,279.48,2024-07-10,Healthcare
3062,Ajio POS TXN3506 20425,1834.35,2024-03-19,Shopping
8964,neft transfer upi txn7875,4230.06,2024-05-18,Transfers
8583,lic neft txn6987,1950.25,2024-04-10,Insurance
4161,WATER BILL IMPS TXN7554 87573,256.63,2024-08-19,Bills & Utilities
5328,APOLLO PHARMACY UPI TXN2569 65169,1580.52,2024-04-03,Healthcare
6648,College Fee POS TXN6074,3487.73,2024-02-27,Education
7809,landlord card txn7179 16853,4407.04,2024-10-17,Rent
9492,UPI to Friend NEFT TXN5032,3697.0,2024-02-11,Transfers
5398,Fortis Hospital IMPS TXN1338 UPI,1710.38,2024-06-25,Healthcare
2338,Shell POS TXN6579 TRANS,4372.43,2024-10-24,Fuel
7620,RENT PAYMENT POS TXN3045 77961 AUTH,1706.35,2024-07-31,Rent
2158,IndianOil IMPS TXN1793,3331.23,2024-03-29,Fuel
4579,Paytm Recharge IMPS TXN4308 71951,2716.01,2024-08-30,Bills & Utilities
8142,hdfc life upi txn8352,1388.67,2024-04-12,Insurance
8455,lic pos txn5339,3295.21,2024-01-10,Insurance
7285,Flat Rent NEFT TXN1883,2254.46,2024-05-15,Rent
3337,BOOKMYSHOW POS TXN9053 52060,2795.96,2024-01-27,Entertainment
2095,IOCL Pump IMPS TXN2443 TXN,1959.75,2024-03-30,Fuel
7931,PG Fee UPI TXN9673 47507 TRANS,978.79,2024-05-26,Rent
9327,IMPS CARD TXN6238,234.77,2024-04-27,Transfers
4202,BSNL Bill CARD TXN3823 35329 POS,4404.98,2024-06-11,Bills & Utilities
1964,SHELL IMPS TXN3715 79793,1295.18,2024-09-17,Fuel
4380,BSNL BILL POS TXN3228 TRANS,2709.44,2024-06-02,Bills & Utilities
3548,spotify neft txn1694 AUTH,3248.05,2024-10-16,Entertainment
7898,Landlord POS TXN3975 99548,2711.19,2024-04-04,Rent
398,Starbucks UPI TXN3637,256.64,2024-03-11,Food & Dining
6436,COURSERA UPI TXN3022 93685,164.43,2024-03-02,Education
542,SWIGGY CARD TXN4381,4889.65,2024-05-20,Food & Dining
5329,1mg UPI TXN8809 68210,3153.33,2024-08-16,Healthcare
3651,pvr cinemas card txn7399 14346 TXN,1565.42,2024-03-20,Entertainment
6448,Unacademy UPI TXN6091 TXN,4214.05,2024-05-20,Education
5450,pathlab card txn7928 98650,3579.18,2024-06-07,Healthcare
5879,MakeMyTrip POS TXN6009 31324 IMPS,4651.75,2024-08-17,Travel
2557,ajio upi txn1656 AUTH,1990.89,2024-02-17,Shopping
5177,PATHLAB IMPS TXN6290 81164,3083.42,2024-01-03,Healthcare
6979,College Fee UPI TXN6021 38717,472.4,2024-07-20,Education
4018,Water Bill CARD TXN7625 73109,4441.55,2024-04-06,Bills & Utilities
4279,AIRTEL UPI TXN9341,3796.66,2024-01-16,Bills & Utilities
3195,ZARA IMPS TXN6766 UPI,726.03,2024-07-16,Shopping
7385,FLAT RENT CARD TXN4327,4873.72,2024-08-16,Rent
1089,More Supermarket IMPS TXN2282 44111,896.66,2024-09-20,Groceries
6148,Ola UPI TXN1342 74854,964.04,2024-02-05,Travel
7866,PG Fee IMPS TXN6898 77133,3793.02,2024-10-27,Rent
2107,INDIANOIL CARD TXN5279 58883 UPI,1037.13,2024-04-17,Fuel
9446,UPI to Friend CARD TXN6459 UPI,4079.87,2024-10-23,Transfers
6635,College Fee CARD TXN4598 74558,2419.56,2024-06-18,Education
2738,amazn neft txn7895 43527,1964.66,2024-01-27,Shopping
7627,PG FEE IMPS TXN1368 49240,1341.8,2024-07-01,Rent
964,Spencer's CARD TXN7878 10406 AUTH,160.68,2024-05-06,Groceries
4666,paytm recharge neft txn7838 87890 POS,4645.59,2024-02-29,Bills & Utilities
2669,Flipkart UPI TXN5971 IMPS,369.39,2024-02-11,Shopping
6434,udemy pos txn2388 87912,2830.34,2024-04-28,Education
8017,BAJAJ ALLIANZ CARD TXN2989 TXN,71.0,2024-03-01,Insurance
1863,IOCL Pump POS TXN2167 75380 UPI,4111.86,2024-03-24,Fuel
9175,Account Transfer UPI TXN2179 59415,3199.86,2024-04-28,Transfers
6351,IndiGo UPI TXN2296 27370 UPI,4367.61,2024-09-11,Travel
1174,DMart IMPS TXN8661 95341 TXN,368.26,2024-06-27,Groceries
2070,BPCL CARD TXN3617 UPI,1873.67,2024-01-17,Fuel
6894,Byjus POS TXN9465,1473.68,2024-10-06,Education
883,Nature's Basket IMPS TXN5355 68005,3643.39,2024-03-21,Groceries
8477,icici prudential neft txn4883 19804 IMPS,2957.44,2024-06-08,Insurance
191,Swiggy NEFT TXN4397 24404,1362.71,2024-05-28,Food & Dining
4961,PATHLAB IMPS TXN4127 UPI,1614.34,2024-05-06,Healthcare
4258,WATER BILL POS TXN6156 30031 TRANS,1163.16,2024-02-18,Bills & Utilities
5136,MEDPLUS IMPS TXN6882 75915 IMPS,683.82,2024-07-17,Healthcare
6522,School Fee CARD TXN9823 96063,326.99,2024-06-23,Education
3296,BOOKMYSHOW UPI TXN1105 52246,773.05,2024-07-20,Entertainment
3123,MYNTRA IMPS TXN5257 50461,556.4,2024-01-08,Shopping
3585,netflixx pos txn6437 66086,1856.18,2024-06-23,Entertainment
969,Nature's Basket POS TXN4882 81494,2974.31,2024-04-22,Groceries
9324,account transfer upi txn5131,1890.77,2024-07-20,Transfers
7359,Flat Rent NEFT TXN8903,889.36,2024-07-25,Rent
2480,H&M UPI TXN9183,2994.91,2024-09-15,Shopping
6814,udemy card txn3456 97089,2231.16,2024-09-04,Education
4230,BSNL Bill POS TXN4689,3215.09,2024-06-17,Bills & Utilities
9065,Account Transfer IMPS TXN9254 74103,3015.13,2024-01-04,Transfers
8317,HDFC Life POS TXN5367 40736,2465.51,2024-02-15,Insurance
6138,Air India POS TXN8702,3536.05,2024-06-16,Travel
3687,netflixx upi txn9584 neft,3215.41,2024-07-20,Entertainment
4488,Water Bill CARD TXN1140,1248.42,2024-03-31,Bills & Utilities
8986,Money Sent NEFT TXN9823 28588,4515.97,2024-05-22,Transfers
4530,Electricity Board POS TXN8719 43788,582.2,2024-03-06,Bills & Utilities
7664,Flat Rent IMPS TXN8902,1101.94,2024-08-21,Rent
9164,Money Sent UPI TXN8342,1900.37,2024-02-23,Transfers
2891,Amazon POS TXN5229,1043.47,2024-05-23,Shopping
6992,Coursera UPI TXN7985,3699.09,2024-08-05,Education
1572,More Supermarket UPI TXN1753,539.05,2024-09-09,Groceries
9062,neft transfer upi txn2861 NEFT,3936.57,2024-02-13,Transfers
1302,nature's basket imps txn9269 37966,4761.1,2024-01-05,Groceries
7141,School Fee POS TXN3085 45934 TRANS,4350.22,2024-02-15,Education
2736,Nykaa NEFT TXN4389 97334,553.14,2024-05-12,Shopping
7911,RENT PAYMENT POS TXN1400,3782.39,2024-07-26,Rent
2801,Myntra CARD TXN1742 69154,778.63,2024-04-05,Shopping
5512,CureFit CARD TXN1238,4276.26,2024-06-26,Healthcare
3176,H&M CARD TXN3760 77166 TXN,2009.84,2024-01-23,Shopping
7295,Flat Rent CARD TXN1420,4142.11,2024-07-02,Rent
490,cafe coffee day card txn5135,4608.42,2024-08-02,Food & Dining
3842,PVR CINEMAS NEFT TXN4868 25727,3562.44,2024-08-07,Entertainment
4237,Water Bill NEFT TXN2343,3456.3,2024-08-06,Bills & Utilities
3891,hotstar neft txn3625,3182.02,2024-05-29,Entertainment
7470,PG FEE IMPS TXN1285 72802,3191.22,2024-05-12,Rent
6920,school fee pos txn8076,2877.31,2024-08-14,Education
6610,Byjus CARD TXN6683 15950,1755.06,2024-08-24,Education
7460,pg fee upi txn7206 28912 TRANS,2867.9,2024-05-30,Rent
6944,unacademy imps txn6980 59528 TXN,1130.35,2024-03-04,Education
7272,Flat Rent IMPS TXN6478 17519,4643.93,2024-08-11,Rent
2690,Myntra UPI TXN9860 POS,3161.37,2024-08-16,Shopping
4408,ELECTRICITY BOARD CARD TXN7981 36977 TXN,3021.0,2024-08-18,Bills & Utilities
6967,School Fee NEFT TXN5242,1708.41,2024-04-09,Education
7723,Landlord NEFT TXN3614 UPI,3008.9,2024-10-25,Rent
8121,policybazaar upi txn3832 IMPS,1419.57,2024-09-28,Insurance
3532,bookmyshow neft txn5095 63859,3936.97,2024-02-08,Entertainment
3877,Hotstar NEFT TXN2360,433.94,2024-08-27,Entertainment
8282,hdfc life card txn1491,965.81,2024-01-15,Insurance
8324,POLICYBAZAAR IMPS TXN4738 74878,69.21,2024-01-07,Insurance
6200,MAKEMYTRIP IMPS TXN2375 12688 UPI,783.08,2024-02-29,Travel
9218,MONEY SENT NEFT TXN7499 89457 TRANS,391.93,2024-06-20,Transfers
4267,WATER BILL NEFT TXN7879 18221,3876.68,2024-06-07,Bills & Utilities
8690,HDFC LIFE CARD TXN8909 59138,3782.77,2024-08-07,Insurance
2181,SHELL UPI TXN3009,4558.56,2024-02-06,Fuel
8561,ICICI Prudential UPI TXN9472,2327.11,2024-04-25,Insurance
5654,IndiGo CARD TXN8441 33327,3561.78,2024-05-04,Travel
9233,Money Sent UPI TXN9287 58494,4463.74,2024-07-04,Transfers
7102,Udemy CARD TXN1206,4911.42,2024-05-24,Education
6946,byjus neft txn8142 70316,4864.34,2024-03-27,Education
401,cafe cofe day pos txn1159 imps,4600.42,2024-09-11,Food & Dining
2610,AJIO UPI TXN2443,2453.18,2024-07-28,Shopping
7039,School Fee CARD TXN9982 67331 UPI,3825.67,2024-05-12,Education
5976,Air India CARD TXN3111,4230.86,2024-07-30,Travel
1051,Spencer's IMPS TXN9989 TRANS,2796.98,2024-01-19,Groceries
5613,INDIGO POS TXN3266 AUTH,684.27,2024-09-15,Travel
6855,unacademy pos txn7120 62381 TRANS,3863.26,2024-01-29,Education
6003,RedBus UPI TXN6213 11402,206.81,2024-07-31,Travel
2622,Myntra UPI TXN6494 TXN,4369.09,2024-05-07,Shopping
1104,Spencer's CARD TXN6601 TXN,4018.65,2024-02-26,Groceries
890,dmart pos txn1974,4289.72,2024-05-13,Groceries
4434,PAYTM RECHARGE UPI TXN3842 21537 POS,1571.81,2024-03-21,Bills & Utilities
4259,water bill pos txn8200 47882 TXN,568.18,2024-10-24,Bills & Utilities
6846,school fee neft txn3483 IMPS,148.49,2024-04-26,Education
1008,NATURE'S BASKET IMPS TXN1276 AUTH,114.65,2024-07-24,Groceries
6559,Byjus CARD TXN2619 TRANS,3998.49,2024-01-18,Education
1764,Shell NEFT TXN9650 TRANS,2162.89,2024-05-05,Fuel
5807,UBER CARD TXN4093,513.6,2024-05-27,Travel
1694,hp gas neft txn3620 52782 UPI,169.28,2024-02-24,Fuel
1638,IOCL PUMP IMPS TXN6813 81503 NEFT,4499.39,2024-07-27,Fuel
2398,IOCL Pump IMPS TXN9201 97919 AUTH,3567.52,2024-03-04,Fuel
9257,Money Sent UPI TXN9207,3168.62,2024-08-14,Transfers
3382,Netflix IMPS TXN1769,1653.98,2024-03-03,Entertainment
1647,SHELL NEFT TXN9436 44240 AUTH,3442.96,2024-03-31,Fuel
3528,PVR Cinemas NEFT TXN5271 71358 UPI,1315.45,2024-07-11,Entertainment
7576,FLAT RENT UPI TXN8490,4662.02,2024-10-09,Rent
7390,Landlord UPI TXN2714 12004,758.99,2024-04-23,Rent
6354,RedBus NEFT TXN6937 AUTH,1817.0,2024-10-27,Travel
9222,UPI TO FRIEND UPI TXN7901,2494.56,2024-05-14,Transfers
5799,IndiGo IMPS TXN1121 73281,3660.43,2024-08-29,Travel
3524,HOTSTAR IMPS TXN7098 57201 IMPS,1280.9,2024-01-28,Entertainment
6193,Uber POS TXN6417 88760 TXN,1634.91,2024-04-27,Travel
806,DMart UPI TXN4929,3215.18,2024-04-28,Groceries
785,Swiggy NEFT TXN7525 78767 TXN,3605.73,2024-07-26,Food & Dining
7853,RENT PAYMENT NEFT TXN2647,2200.41,2024-08-13,Rent
3045,Ajio NEFT TXN3509,2822.63,2024-08-12,Shopping
2960,Myntra IMPS TXN9040 76877,1325.58,2024-04-23,Shopping
7697,rent payment pos txn9421,1966.28,2024-05-15,Rent
4474,Paytm Recharge NEFT TXN6674 96856 UPI,4914.49,2024-04-17,Bills & Utilities
7232,LANDLORD IMPS TXN2614 20234,1742.44,2024-10-11,Rent
5026,Pathlab UPI TXN5344 50102 IMPS,1993.14,2024-10-04,Healthcare
7748,Landlord IMPS TXN3541 AUTH,571.06,2024-07-30,Rent
752,SWIGGY NEFT TXN8778 43055,1523.62,2024-09-20,Food & Dining
4461,airtel card txn7444 93611 TXN,55.86,2024-07-13,Bills & Utilities
2101,Shell CARD TXN2165,1375.66,2024-01-19,Fuel
9347,UPI to Friend UPI TXN2350 68338 NEFT,3917.91,2024-10-17,Transfers
319,subway neft txn7229 53259,386.56,2024-09-03,Food & Dining
7674,landlord pos txn7404 IMPS,3841.52,2024-06-05,Rent
3584,HOTSTAR NEFT TXN6621,2218.58,2024-03-02,Entertainment
9476,UPI to Friend CARD TXN1147,3972.69,2024-05-25,Transfers
238,KFC UPI TXN9110 29847,4931.93,2024-08-16,Food & Dining
5706,IndiGo CARD TXN4402 IMPS,3317.42,2024-05-12,Travel
4888,pathlab card txn1324,3219.97,2024-07-20,Healthcare
1619,indianoil pos txn3898 28814,1943.71,2024-05-08,Fuel
6507,udemy neft txn2334 33498,2215.5,2024-06-30,Education
3628,PVR CINEMAS IMPS TXN9909 32397 TRANS,4253.71,2024-02-15,Entertainment
3235,Hotstar POS TXN3341 65578,2587.96,2024-10-01,Entertainment
3767,pvr cinemas imps txn2988 POS,2076.14,2024-09-21,Entertainment
1050,more supermarket card txn6698 25182 UPI,3400.95,2024-07-28,Groceries
65,kfc imps txn4136 TRANS,4437.73,2024-05-12,Food & Dining
4234,Airtel NEFT TXN8241 36718,911.15,2024-09-13,Bills & Utilities
2887,Myntra POS TXN2347 46990,3214.5,2024-08-06,Shopping
7540,flat rent imps txn2811 TXN,4548.29,2024-01-25,Rent
5767,ola card txn4215 AUTH,3692.17,2024-05-28,Travel
3392,Spotify IMPS TXN6238 42936,598.38,2024-05-07,Entertainment
176,Subway NEFT TXN6511 NEFT,4176.88,2024-08-05,Food & Dining
6865,Coursera POS TXN2801,1244.64,2024-05-20,Education
5134,apollo pharmacy upi txn1260 NEFT,2913.07,2024-08-03,Healthcare
7676,Landlord UPI TXN6439,1806.25,2024-02-01,Rent
3183,AJIO NEFT TXN1863 68472 NEFT,3955.91,2024-04-08,Shopping
330,kfc imps txn2499,4293.33,2024-01-04,Food & Dining
3027,H&M NEFT TXN1123,338.88,2024-03-21,Shopping
7120,BYJUS CARD TXN6016 19717 AUTH,2316.58,2024-01-11,Education
7153,byjus pos txn1006 83130,1535.44,2024-03-09,Education
6621,BYJUS NEFT TXN2353,4882.27,2024-10-17,Education
3831,PVR CINEMAS CARD TXN5387,3812.05,2024-04-18,Entertainment
723,Starbucks POS TXN7533 AUTH,4225.92,2024-07-09,Food & Dining
7075,UNACADEMY NEFT TXN1256 73544,3391.88,2024-07-27,Education
2535,ZARA NEFT TXN3577 64254 TRANS,4081.03,2024-04-01,Shopping
3698,Spotify POS TXN8347 11553 IMPS,2977.73,2024-06-29,Entertainment
4841,CureFit UPI TXN1091 AUTH,927.79,2024-09-23,Healthcare
6272,Ola IMPS TXN7729 TXN,242.69,2024-02-19,Travel
6884,College Fee CARD TXN9715 NEFT,3239.18,2024-08-28,Education
8124,PolicyBazaar POS TXN4178,4530.52,2024-05-29,Insurance
1721,IndianOil IMPS TXN1085,944.96,2024-10-07,Fuel
1718,BPCL IMPS TXN4154 84150,4681.58,2024-06-23,Fuel
8176,lic pos txn5223,3111.98,2024-05-29,Insurance
3793,bookmyshow imps txn1700 POS,59.03,2024-04-29,Entertainment
2022,iocl pump pos txn1676,4389.12,2024-07-23,Fuel
7303,Landlord POS TXN6551 IMPS,2132.94,2024-07-03,Rent
2216,BPCL CARD TXN6410 96242,4889.82,2024-08-12,Fuel
4277,BSNL BILL IMPS TXN5270 80156,2355.97,2024-09-20,Bills & Utilities
3280,BOOKMYSHOW UPI TXN9606 93320 IMPS,4110.0,2024-10-21,Entertainment
6590,School Fee POS TXN7548 96527,1497.17,2024-02-10,Education
4444,Airtel IMPS TXN2956 44489 NEFT,4254.95,2024-04-09,Bills & Utilities
2083,shell card txn2478 59119 IMPS,599.79,2024-03-01,Fuel
1011,More Supermarket IMPS TXN3391,393.5,2024-01-08,Groceries
6303,MAKEMYTRIP IMPS TXN8331 41008,658.05,2024-07-16,Travel
8838,account transfer upi txn2261 UPI,3503.93,2024-08-27,Transfers
9182,account transfer imps txn7378 TXN,2246.64,2024-01-20,Transfers
7393,PG Fee CARD TXN8225 TXN,4985.19,2024-03-21,Rent
9273,NEFT TRANSFER IMPS TXN2248 69223,2058.1,2024-04-05,Transfers
2554,Flipkart CARD TXN3938 80114,3917.22,2024-09-29,Shopping
104,SUBWAY UPI TXN5916 58062 AUTH,2873.37,2024-01-10,Food & Dining
8150,ICICI Prudential IMPS TXN9636 UPI,1368.17,2024-05-14,Insurance
8991,imps imps txn8733 27066,3342.52,2024-04-10,Transfers
2260,BPCL UPI TXN4826 22287,3062.7,2024-05-05,Fuel
7284,LANDLORD POS TXN1020 POS,3427.79,2024-09-07,Rent
3458,HOTSTAR CARD TXN7593 14907,681.65,2024-01-19,Entertainment
4064,BSNL BILL CARD TXN4835 62562,4499.33,2024-03-29,Bills & Utilities
1789,Shell NEFT TXN1770 50510 UPI,3617.05,2024-09-09,Fuel
4663,paytm recharge neft txn3150 55702,4385.18,2024-08-14,Bills & Utilities
8594,icici prudential pos txn7138 46833,234.09,2024-05-23,Insurance
2927,H&M NEFT TXN7756 IMPS,843.44,2024-02-29,Shopping
4671,Electricity Board IMPS TXN2368 31132,1114.17,2024-09-13,Bills & Utilities
3231,Hotstar IMPS TXN1959,3494.73,2024-08-18,Entertainment
4449,paytm recharge pos txn4052 NEFT,538.15,2024-01-10,Bills & Utilities
5643,IRCTC NEFT TXN4999 45602 AUTH,2638.4,2024-06-29,Travel
864,DMART CARD TXN1254 73213 TXN,1140.45,2024-07-06,Groceries
3067,AMAZON NEFT TXN5097,2791.32,2024-07-21,Shopping
8375,LIC POS TXN1006 AUTH,394.73,2024-02-23,Insurance
8524,ICICI Prudential NEFT TXN9629 75866 POS,1645.18,2024-08-21,Insurance
4369,Tata Power UPI TXN6506,302.06,2024-01-23,Bills & Utilities
8837,IMPS POS TXN2876 70620,807.13,2024-08-04,Transfers
3471,Spotify UPI TXN1677,2157.77,2024-08-18,Entertainment
92,cafe cofe day imps txn8092 40653,1196.24,2024-03-29,Food & Dining
1632,HP Gas IMPS TXN1493,2652.45,2024-03-13,Fuel
3269,Spotify IMPS TXN7453 84156,4151.09,2024-02-07,Entertainment
8938,account transfer pos txn8999,4786.9,2024-02-08,Transfers
5824,ola upi txn7887 NEFT,1681.36,2024-01-14,Travel
2774,Nykaa NEFT TXN2352 89592,1792.03,2024-09-25,Shopping
5846,Ola UPI TXN7424 35892,4575.05,2024-02-02,Travel
5385,MedPlus NEFT TXN1851 49324,3262.23,2024-03-14,Healthcare
8890,upi to friend card txn3176 13148,3134.75,2024-05-09,Transfers
940,MORE SUPERMARKET IMPS TXN8024 23206,1521.79,2024-01-29,Groceries
1805,IOCL Pump CARD TXN8222 41799,658.6,2024-08-24,Fuel
1360,Spencer's NEFT TXN7038 UPI,583.16,2024-08-09,Groceries
4601,AIRTEL CARD TXN2220 63623,2186.94,2024-05-28,Bills & Utilities
1536,Reliance Fresh IMPS TXN2507,4435.81,2024-08-15,Groceries
5901,IRCTC UPI TXN5191 TXN,3065.07,2024-04-30,Travel
765,starbucks neft txn4871 69318 AUTH,3092.87,2024-02-22,Food & Dining
4345,AIRTEL POS TXN2115 POS,4608.14,2024-10-22,Bills & Utilities
1663,IOCL Pump NEFT TXN5267 UPI,758.36,2024-05-17,Fuel
2994,amazn upi txn7476 82800 pos,1496.12,2024-03-05,Shopping
3660,netflixx pos txn5942,3266.06,2024-06-07,Entertainment
540,cafe coffee day card txn5681 32290,626.48,2024-10-26,Food & Dining
8585,PolicyBazaar UPI TXN6156,3941.46,2024-06-13,Insurance
310,cafe cofe day upi txn7316 95474,2871.77,2024-02-01,Food & Dining
8537,policybazaar neft txn4693 12798,4100.82,2024-02-10,Insurance
3025,Nykaa IMPS TXN7015 95881 UPI,4725.41,2024-05-14,Shopping
8229,ICICI PRUDENTIAL POS TXN8949 26630 TXN,4049.3,2024-10-19,Insurance
2860,zara neft txn2685 14108 UPI,3581.99,2024-03-31,Shopping
2695,ajio pos txn4506 POS,803.66,2024-05-24,Shopping
5178,1mg IMPS TXN3026 26836,587.5,2024-03-09,Healthcare
8836,MONEY SENT CARD TXN3087 10636 NEFT,1382.81,2024-01-07,Transfers
8821,upi to friend upi txn7771 UPI,213.92,2024-02-06,Transfers
9092,upi to friend imps txn3259,754.41,2024-08-10,Transfers
9211,UPI TO FRIEND POS TXN4385 12995,4581.05,2024-09-30,Transfers
6222,RedBus IMPS TXN5110 TXN,1539.89,2024-05-28,Travel
952,spencer's upi txn3666,1630.76,2024-04-25,Groceries
5644,air india imps txn6691 56220,3106.72,2024-08-24,Travel
2975,Zara UPI TXN5095 57416,2171.32,2024-09-12,Shopping
3788,bookmyshow card txn5447,4137.18,2024-07-31,Entertainment
1901,IOCL PUMP CARD TXN4242,3392.62,2024-10-01,Fuel
8153,HDFC LIFE IMPS TXN4285 22472,1817.69,2024-08-20,Insurance
3278,SPOTIFY IMPS TXN4278,3652.5,2024-09-12,Entertainment
8329,BAJAJ ALLIANZ POS TXN6794 63816,4665.21,2024-01-30,Insurance
7689,LANDLORD UPI TXN5311,2762.29,2024-05-22,Rent
313,DOMINOS UPI TXN6380,251.3,2024-02-20,Food & Dining
8392,icici prudential pos txn7035 16855,1486.5,2024-09-06,Insurance
3406,bookmyshow card txn6043 56380 POS,4409.29,2024-09-29,Entertainment
8000,LANDLORD UPI TXN5765 30794,4544.69,2024-07-31,Rent
392,ZOMATO UPI TXN9972 45285 AUTH,1549.91,2024-03-14,Food & Dining
3718,Hotstar IMPS TXN2683 TXN,740.5,2024-02-04,Entertainment
6810,byjus card txn8776,428.12,2024-08-04,Education
2226,HP GAS NEFT TXN1176 30562 TXN,2242.29,2024-10-09,Fuel
4862,Apollo Pharmacy UPI TXN2187,348.83,2024-03-23,Healthcare
4494,Electricity Board NEFT TXN1686 25110,2554.16,2024-08-31,Bills & Utilities
6355,Air India IMPS TXN4369 54350 AUTH,1399.51,2024-02-17,Travel
6665,Udemy UPI TXN7992 65505,4188.68,2024-09-12,Education
8369,bajaj allianz pos txn1967,715.55,2024-05-23,Insurance
4863,Apollo Pharmacy CARD TXN3304 90230,2837.86,2024-04-21,Healthcare
3397,PVR Cinemas NEFT TXN2650 AUTH,3179.19,2024-07-07,Entertainment
6772,College Fee CARD TXN9746 86016 IMPS,199.52,2024-04-21,Education
1597,More Supermarket UPI TXN1285,4216.65,2024-07-07,Groceries
5943,MakeMyTrip NEFT TXN5103,3494.55,2024-06-28,Travel
